model tuple,gen,test result
"('001', '0011111011')","{'S_1': '0-01', 'S_2': '0-01-111-1011'}","(0.5598, 2.169099135971069)"
"('001', '0011111100')","{'S_1': '0-01', 'S_2': '0-01-111-1100'}","(0.5593, 2.1818013019561766)"
"('001', '0011111101')","{'S_1': '0-01', 'S_2': '0-01-111-1101'}","(0.5613, 2.168679554748535)"
"('001', '0011111110')","{'S_1': '0-01', 'S_2': '0-01-111-1110'}","(0.5541, 2.187065273666382)"
"('001', '0011111111')","{'S_1': '0-01', 'S_2': '0-01-111-1111'}","(0.5569, 2.173834365844727)"
"('001', '0100000000')","{'S_1': '0-01', 'S_2': '0-10-000-0000'}","(0.1273, 2.3046906898498536)"
"('001', '0100000001')","{'S_1': '0-01', 'S_2': '0-10-000-0001'}","(0.1227, 2.305025071334839)"
"('001', '0100000010')","{'S_1': '0-01', 'S_2': '0-10-000-0010'}","(0.192, 2.28578976020813)"
"('001', '0100000011')","{'S_1': '0-01', 'S_2': '0-10-000-0011'}","(0.1848, 2.287819898223877)"
"('001', '0100000100')","{'S_1': '0-01', 'S_2': '0-10-000-0100'}","(0.1254, 2.305664652633667)"
"('001', '0100000101')","{'S_1': '0-01', 'S_2': '0-10-000-0101'}","(0.1248, 2.3055677276611326)"
"('001', '0100000110')","{'S_1': '0-01', 'S_2': '0-10-000-0110'}","(0.183, 2.288928760147095)"
"('001', '0100000111')","{'S_1': '0-01', 'S_2': '0-10-000-0111'}","(0.177, 2.290540481567383)"
"('001', '0100001000')","{'S_1': '0-01', 'S_2': '0-10-000-1000'}","(0.5687, 2.176744570541382)"
"('001', '0100001001')","{'S_1': '0-01', 'S_2': '0-10-000-1001'}","(0.5653, 2.180307225418091)"
"('001', '0100001010')","{'S_1': '0-01', 'S_2': '0-10-000-1010'}","(0.5665, 2.161982648086548)"
"('001', '0100001011')","{'S_1': '0-01', 'S_2': '0-10-000-1011'}","(0.5627, 2.1654470096588136)"
"('001', '0100001100')","{'S_1': '0-01', 'S_2': '0-10-000-1100'}","(0.5647, 2.18174380607605)"
"('001', '0100001101')","{'S_1': '0-01', 'S_2': '0-10-000-1101'}","(0.5601, 2.185188459777832)"
"('001', '0100001110')","{'S_1': '0-01', 'S_2': '0-10-000-1110'}","(0.565, 2.1668382472991943)"
"('001', '0100001111')","{'S_1': '0-01', 'S_2': '0-10-000-1111'}","(0.5618, 2.1701734272003175)"
"('001', '0100010000')","{'S_1': '0-01', 'S_2': '0-10-001-0000'}","(0.1033, 2.3036304290771485)"
"('001', '0100010001')","{'S_1': '0-01', 'S_2': '0-10-001-0001'}","(0.1232, 2.302001944732666)"
"('001', '0100010010')","{'S_1': '0-01', 'S_2': '0-10-001-0010'}","(0.184, 2.286936305999756)"
"('001', '0100010011')","{'S_1': '0-01', 'S_2': '0-10-001-0011'}","(0.1895, 2.2863039962768554)"
"('001', '0100010100')","{'S_1': '0-01', 'S_2': '0-10-001-0100'}","(0.0713, 2.3047585624694826)"
"('001', '0100010101')","{'S_1': '0-01', 'S_2': '0-10-001-0101'}","(0.1226, 2.303186873626709)"
"('001', '0100010110')","{'S_1': '0-01', 'S_2': '0-10-001-0110'}","(0.1731, 2.290120973968506)"
"('001', '0100010111')","{'S_1': '0-01', 'S_2': '0-10-001-0111'}","(0.1813, 2.289219780731201)"
"('001', '0100011000')","{'S_1': '0-01', 'S_2': '0-10-001-1000'}","(0.5735, 2.171074554443359)"
"('001', '0100011001')","{'S_1': '0-01', 'S_2': '0-10-001-1001'}","(0.5725, 2.1731206661224367)"
"('001', '0100011010')","{'S_1': '0-01', 'S_2': '0-10-001-1010'}","(0.5651, 2.1633273765563965)"
"('001', '0100011011')","{'S_1': '0-01', 'S_2': '0-10-001-1011'}","(0.56, 2.164967099380493)"
"('001', '0100011100')","{'S_1': '0-01', 'S_2': '0-10-001-1100'}","(0.5702, 2.1761087429046633)"
"('001', '0100011101')","{'S_1': '0-01', 'S_2': '0-10-001-1101'}","(0.5694, 2.178071429443359)"
"('001', '0100011110')","{'S_1': '0-01', 'S_2': '0-10-001-1110'}","(0.5609, 2.1682022205352784)"
"('001', '0100011111')","{'S_1': '0-01', 'S_2': '0-10-001-1111'}","(0.5566, 2.169732987976074)"
"('001', '0100100000')","{'S_1': '0-01', 'S_2': '0-10-010-0000'}","(0.1268, 2.3047399566650393)"
"('001', '0100100001')","{'S_1': '0-01', 'S_2': '0-10-010-0001'}","(0.1276, 2.3047291572570803)"
"('001', '0100100010')","{'S_1': '0-01', 'S_2': '0-10-010-0010'}","(0.1983, 2.28614796333313)"
"('001', '0100100011')","{'S_1': '0-01', 'S_2': '0-10-010-0011'}","(0.1805, 2.289145067214966)"
"('001', '0100100100')","{'S_1': '0-01', 'S_2': '0-10-010-0100'}","(0.1233, 2.3056742698669432)"
"('001', '0100100101')","{'S_1': '0-01', 'S_2': '0-10-010-0101'}","(0.1288, 2.305012147140503)"
"('001', '0100100110')","{'S_1': '0-01', 'S_2': '0-10-010-0110'}","(0.1842, 2.289251402282715)"
"('001', '0100100111')","{'S_1': '0-01', 'S_2': '0-10-010-0111'}","(0.1734, 2.291710609817505)"
"('001', '0100101000')","{'S_1': '0-01', 'S_2': '0-10-010-1000'}","(0.5696, 2.177082427215576)"
"('001', '0100101001')","{'S_1': '0-01', 'S_2': '0-10-010-1001'}","(0.5602, 2.182183177947998)"
"('001', '0100101010')","{'S_1': '0-01', 'S_2': '0-10-010-1010'}","(0.5653, 2.162406966018677)"
"('001', '0100101011')","{'S_1': '0-01', 'S_2': '0-10-010-1011'}","(0.5605, 2.1672431427001952)"
"('001', '0100101100')","{'S_1': '0-01', 'S_2': '0-10-010-1100'}","(0.5659, 2.182084358215332)"
"('001', '0100101101')","{'S_1': '0-01', 'S_2': '0-10-010-1101'}","(0.5562, 2.187071893692017)"
"('001', '0100101110')","{'S_1': '0-01', 'S_2': '0-10-010-1110'}","(0.5637, 2.16726591835022)"
"('001', '0100101111')","{'S_1': '0-01', 'S_2': '0-10-010-1111'}","(0.558, 2.171962954711914)"
"('001', '0100110000')","{'S_1': '0-01', 'S_2': '0-10-011-0000'}","(0.094, 2.303714461517334)"
"('001', '0100110001')","{'S_1': '0-01', 'S_2': '0-10-011-0001'}","(0.1213, 2.302064475250244)"
"('001', '0100110010')","{'S_1': '0-01', 'S_2': '0-10-011-0010'}","(0.1871, 2.2866856910705566)"
"('001', '0100110011')","{'S_1': '0-01', 'S_2': '0-10-011-0011'}","(0.1903, 2.2861448539733886)"
"('001', '0100110100')","{'S_1': '0-01', 'S_2': '0-10-011-0100'}","(0.0645, 2.3047232192993166)"
"('001', '0100110101')","{'S_1': '0-01', 'S_2': '0-10-011-0101'}","(0.1232, 2.3033202781677247)"
"('001', '0100110110')","{'S_1': '0-01', 'S_2': '0-10-011-0110'}","(0.1761, 2.289897846221924)"
"('001', '0100110111')","{'S_1': '0-01', 'S_2': '0-10-011-0111'}","(0.1824, 2.289082890319824)"
"('001', '0100111000')","{'S_1': '0-01', 'S_2': '0-10-011-1000'}","(0.5732, 2.1707985149383546)"
"('001', '0100111001')","{'S_1': '0-01', 'S_2': '0-10-011-1001'}","(0.5731, 2.1726962783813475)"
"('001', '0100111010')","{'S_1': '0-01', 'S_2': '0-10-011-1010'}","(0.5649, 2.1630537631988527)"
"('001', '0100111011')","{'S_1': '0-01', 'S_2': '0-10-011-1011'}","(0.5602, 2.1645656074523925)"
"('001', '0100111100')","{'S_1': '0-01', 'S_2': '0-10-011-1100'}","(0.5703, 2.175832080078125)"
"('001', '0100111101')","{'S_1': '0-01', 'S_2': '0-10-011-1101'}","(0.5693, 2.1776526580810547)"
"('001', '0100111110')","{'S_1': '0-01', 'S_2': '0-10-011-1110'}","(0.562, 2.167929040145874)"
"('001', '0100111111')","{'S_1': '0-01', 'S_2': '0-10-011-1111'}","(0.5569, 2.169342890548706)"
"('001', '0101000000')","{'S_1': '0-01', 'S_2': '0-10-100-0000'}","(0.0971, 2.3076693855285644)"
"('001', '0101000001')","{'S_1': '0-01', 'S_2': '0-10-100-0001'}","(0.1695, 2.290004665374756)"
"('001', '0101000010')","{'S_1': '0-01', 'S_2': '0-10-100-0010'}","(0.1916, 2.290794666671753)"
"('001', '0101000011')","{'S_1': '0-01', 'S_2': '0-10-100-0011'}","(0.2829, 2.2712074672698974)"
"('001', '0101000100')","{'S_1': '0-01', 'S_2': '0-10-100-0100'}","(0.0971, 2.3086297565460203)"
"('001', '0101000101')","{'S_1': '0-01', 'S_2': '0-10-100-0101'}","(0.1663, 2.2927165798187255)"
"('001', '0101000110')","{'S_1': '0-01', 'S_2': '0-10-100-0110'}","(0.1567, 2.2938218959808347)"
"('001', '0101000111')","{'S_1': '0-01', 'S_2': '0-10-100-0111'}","(0.2595, 2.274656552505493)"
"('001', '0101001000')","{'S_1': '0-01', 'S_2': '0-10-100-1000'}","(0.5453, 2.184787313079834)"
"('001', '0101001001')","{'S_1': '0-01', 'S_2': '0-10-100-1001'}","(0.5554, 2.171207259750366)"
"('001', '0101001010')","{'S_1': '0-01', 'S_2': '0-10-100-1010'}","(0.5565, 2.1698396697998046)"
"('001', '0101001011')","{'S_1': '0-01', 'S_2': '0-10-100-1011'}","(0.5474, 2.155462575531006)"
"('001', '0101001100')","{'S_1': '0-01', 'S_2': '0-10-100-1100'}","(0.5396, 2.189699862289429)"
"('001', '0101001101')","{'S_1': '0-01', 'S_2': '0-10-100-1101'}","(0.5512, 2.176087359237671)"
"('001', '0101001110')","{'S_1': '0-01', 'S_2': '0-10-100-1110'}","(0.5533, 2.1747430992126464)"
"('001', '0101001111')","{'S_1': '0-01', 'S_2': '0-10-100-1111'}","(0.5443, 2.160091278076172)"
"('001', '0101010000')","{'S_1': '0-01', 'S_2': '0-10-101-0000'}","(0.0628, 2.305879309463501)"
"('001', '0101010001')","{'S_1': '0-01', 'S_2': '0-10-101-0001'}","(0.2079, 2.2841314254760743)"
"('001', '0101010010')","{'S_1': '0-01', 'S_2': '0-10-101-0010'}","(0.1885, 2.290984732437134)"
"('001', '0101010011')","{'S_1': '0-01', 'S_2': '0-10-101-0011'}","(0.2857, 2.2699487800598144)"
"('001', '0101010100')","{'S_1': '0-01', 'S_2': '0-10-101-0100'}","(0.0606, 2.306701615905762)"
"('001', '0101010101')","{'S_1': '0-01', 'S_2': '0-10-101-0101'}","(0.1903, 2.2875456951141357)"
"('001', '0101010110')","{'S_1': '0-01', 'S_2': '0-10-101-0110'}","(0.1543, 2.2940888236999513)"
"('001', '0101010111')","{'S_1': '0-01', 'S_2': '0-10-101-0111'}","(0.2628, 2.273520593261719)"
"('001', '0101011000')","{'S_1': '0-01', 'S_2': '0-10-101-1000'}","(0.5614, 2.1783517910003662)"
"('001', '0101011001')","{'S_1': '0-01', 'S_2': '0-10-101-1001'}","(0.5587, 2.1643392181396486)"
"('001', '0101011010')","{'S_1': '0-01', 'S_2': '0-10-101-1010'}","(0.5562, 2.1705863262176512)"
"('001', '0101011011')","{'S_1': '0-01', 'S_2': '0-10-101-1011'}","(0.5462, 2.1552934417724607)"
"('001', '0101011100')","{'S_1': '0-01', 'S_2': '0-10-101-1100'}","(0.5564, 2.183404198074341)"
"('001', '0101011101')","{'S_1': '0-01', 'S_2': '0-10-101-1101'}","(0.5559, 2.169195220184326)"
"('001', '0101011110')","{'S_1': '0-01', 'S_2': '0-10-101-1110'}","(0.5516, 2.175504285812378)"
"('001', '0101011111')","{'S_1': '0-01', 'S_2': '0-10-101-1111'}","(0.5444, 2.1599326187133787)"
"('001', '0101100000')","{'S_1': '0-01', 'S_2': '0-10-110-0000'}","(0.1004, 2.3074350170135496)"
"('001', '0101100001')","{'S_1': '0-01', 'S_2': '0-10-110-0001'}","(0.1694, 2.2901168811798094)"
"('001', '0101100010')","{'S_1': '0-01', 'S_2': '0-10-110-0010'}","(0.1969, 2.290514810562134)"
"('001', '0101100011')","{'S_1': '0-01', 'S_2': '0-10-110-0011'}","(0.2824, 2.2712640010833742)"
"('001', '0101100100')","{'S_1': '0-01', 'S_2': '0-10-110-0100'}","(0.0994, 2.3084152759552)"
"('001', '0101100101')","{'S_1': '0-01', 'S_2': '0-10-110-0101'}","(0.1658, 2.292824974822998)"
"('001', '0101100110')","{'S_1': '0-01', 'S_2': '0-10-110-0110'}","(0.1625, 2.2935536483764647)"
"('001', '0101100111')","{'S_1': '0-01', 'S_2': '0-10-110-0111'}","(0.2599, 2.2747121658325193)"
"('001', '0101101000')","{'S_1': '0-01', 'S_2': '0-10-110-1000'}","(0.5453, 2.1843888542175294)"
"('001', '0101101001')","{'S_1': '0-01', 'S_2': '0-10-110-1001'}","(0.5567, 2.1709563571929933)"
"('001', '0101101010')","{'S_1': '0-01', 'S_2': '0-10-110-1010'}","(0.5552, 2.1694894332885744)"
"('001', '0101101011')","{'S_1': '0-01', 'S_2': '0-10-110-1011'}","(0.548, 2.155231346130371)"
"('001', '0101101100')","{'S_1': '0-01', 'S_2': '0-10-110-1100'}","(0.5403, 2.189300135040283)"
"('001', '0101101101')","{'S_1': '0-01', 'S_2': '0-10-110-1101'}","(0.5529, 2.1758521121978758)"
"('001', '0101101110')","{'S_1': '0-01', 'S_2': '0-10-110-1110'}","(0.5528, 2.174385341644287)"
"('001', '0101101111')","{'S_1': '0-01', 'S_2': '0-10-110-1111'}","(0.5456, 2.159880771636963)"
"('001', '0101110000')","{'S_1': '0-01', 'S_2': '0-10-111-0000'}","(0.0656, 2.30565948638916)"
"('001', '0101110001')","{'S_1': '0-01', 'S_2': '0-10-111-0001'}","(0.2064, 2.2842651218414307)"
"('001', '0101110010')","{'S_1': '0-01', 'S_2': '0-10-111-0010'}","(0.1932, 2.290721097564697)"
"('001', '0101110011')","{'S_1': '0-01', 'S_2': '0-10-111-0011'}","(0.286, 2.2700612228393555)"
"('001', '0101110100')","{'S_1': '0-01', 'S_2': '0-10-111-0100'}","(0.0622, 2.30651644821167)"
"('001', '0101110101')","{'S_1': '0-01', 'S_2': '0-10-111-0101'}","(0.1886, 2.287677681732178)"
"('001', '0101110110')","{'S_1': '0-01', 'S_2': '0-10-111-0110'}","(0.1595, 2.29384070854187)"
"('001', '0101110111')","{'S_1': '0-01', 'S_2': '0-10-111-0111'}","(0.2632, 2.273635054779053)"
"('001', '0101111000')","{'S_1': '0-01', 'S_2': '0-10-111-1000'}","(0.562, 2.177996216583252)"
"('001', '0101111001')","{'S_1': '0-01', 'S_2': '0-10-111-1001'}","(0.5604, 2.1641405658721924)"
"('001', '0101111010')","{'S_1': '0-01', 'S_2': '0-10-111-1010'}","(0.5549, 2.170252965545654)"
"('001', '0101111011')","{'S_1': '0-01', 'S_2': '0-10-111-1011'}","(0.5481, 2.1551328773498537)"
"('001', '0101111100')","{'S_1': '0-01', 'S_2': '0-10-111-1100'}","(0.557, 2.183040783691406)"
"('001', '0101111101')","{'S_1': '0-01', 'S_2': '0-10-111-1101'}","(0.5575, 2.1690084072113036)"
"('001', '0101111110')","{'S_1': '0-01', 'S_2': '0-10-111-1110'}","(0.5519, 2.1751667854309082)"
"('001', '0101111111')","{'S_1': '0-01', 'S_2': '0-10-111-1111'}","(0.5455, 2.1597912158966066)"
"('001', '0110000000')","{'S_1': '0-01', 'S_2': '0-11-000-0000'}","(0.1281, 2.3046463554382326)"
"('001', '0110000001')","{'S_1': '0-01', 'S_2': '0-11-000-0001'}","(0.1218, 2.3049635028839113)"
"('001', '0110000010')","{'S_1': '0-01', 'S_2': '0-11-000-0010'}","(0.1898, 2.286166775512695)"
"('001', '0110000011')","{'S_1': '0-01', 'S_2': '0-11-000-0011'}","(0.1836, 2.288198399734497)"
"('001', '0110000100')","{'S_1': '0-01', 'S_2': '0-11-000-0100'}","(0.1242, 2.305646335220337)"
"('001', '0110000101')","{'S_1': '0-01', 'S_2': '0-11-000-0101'}","(0.1251, 2.3055429134368897)"
"('001', '0110000110')","{'S_1': '0-01', 'S_2': '0-11-000-0110'}","(0.1822, 2.2892909729003907)"
"('001', '0110000111')","{'S_1': '0-01', 'S_2': '0-11-000-0111'}","(0.1757, 2.2908973892211915)"
"('001', '0110001000')","{'S_1': '0-01', 'S_2': '0-11-000-1000'}","(0.5688, 2.176639810180664)"
"('001', '0110001001')","{'S_1': '0-01', 'S_2': '0-11-000-1001'}","(0.5652, 2.1802075180053713)"
"('001', '0110001010')","{'S_1': '0-01', 'S_2': '0-11-000-1010'}","(0.5667, 2.162079423904419)"
"('001', '0110001011')","{'S_1': '0-01', 'S_2': '0-11-000-1011'}","(0.5642, 2.1655566146850584)"
"('001', '0110001100')","{'S_1': '0-01', 'S_2': '0-11-000-1100'}","(0.5649, 2.181647472000122)"
"('001', '0110001101')","{'S_1': '0-01', 'S_2': '0-11-000-1101'}","(0.5596, 2.1850990646362303)"
"('001', '0110001110')","{'S_1': '0-01', 'S_2': '0-11-000-1110'}","(0.566, 2.1669566669464113)"
"('001', '0110001111')","{'S_1': '0-01', 'S_2': '0-11-000-1111'}","(0.5626, 2.1703048828125)"
"('001', '0110010000')","{'S_1': '0-01', 'S_2': '0-11-001-0000'}","(0.1028, 2.303627920150757)"
"('001', '0110010001')","{'S_1': '0-01', 'S_2': '0-11-001-0001'}","(0.1218, 2.3020690952301024)"
"('001', '0110010010')","{'S_1': '0-01', 'S_2': '0-11-001-0010'}","(0.1826, 2.2872678733825684)"
"('001', '0110010011')","{'S_1': '0-01', 'S_2': '0-11-001-0011'}","(0.1875, 2.2867764114379883)"
"('001', '0110010100')","{'S_1': '0-01', 'S_2': '0-11-001-0100'}","(0.0714, 2.30473878326416)"
"('001', '0110010101')","{'S_1': '0-01', 'S_2': '0-11-001-0101'}","(0.1214, 2.303211711883545)"
"('001', '0110010110')","{'S_1': '0-01', 'S_2': '0-11-001-0110'}","(0.1713, 2.290436741256714)"
"('001', '0110010111')","{'S_1': '0-01', 'S_2': '0-11-001-0111'}","(0.1798, 2.2896576198577883)"
"('001', '0110011000')","{'S_1': '0-01', 'S_2': '0-11-001-1000'}","(0.5734, 2.1710493614196777)"
"('001', '0110011001')","{'S_1': '0-01', 'S_2': '0-11-001-1001'}","(0.5729, 2.1731842346191406)"
"('001', '0110011010')","{'S_1': '0-01', 'S_2': '0-11-001-1010'}","(0.5657, 2.163392323303223)"
"('001', '0110011011')","{'S_1': '0-01', 'S_2': '0-11-001-1011'}","(0.5616, 2.165143914794922)"
"('001', '0110011100')","{'S_1': '0-01', 'S_2': '0-11-001-1100'}","(0.5706, 2.176082049560547)"
"('001', '0110011101')","{'S_1': '0-01', 'S_2': '0-11-001-1101'}","(0.5691, 2.178130559539795)"
"('001', '0110011110')","{'S_1': '0-01', 'S_2': '0-11-001-1110'}","(0.5611, 2.1682925117492675)"
"('001', '0110011111')","{'S_1': '0-01', 'S_2': '0-11-001-1111'}","(0.5576, 2.1699264461517336)"
"('001', '0110100000')","{'S_1': '0-01', 'S_2': '0-11-010-0000'}","(0.1269, 2.3046834285736084)"
"('001', '0110100001')","{'S_1': '0-01', 'S_2': '0-11-010-0001'}","(0.1279, 2.3046864616394043)"
"('001', '0110100010')","{'S_1': '0-01', 'S_2': '0-11-010-0010'}","(0.1967, 2.286518504333496)"
"('001', '0110100011')","{'S_1': '0-01', 'S_2': '0-11-010-0011'}","(0.1792, 2.2895359451293946)"
"('001', '0110100100')","{'S_1': '0-01', 'S_2': '0-11-010-0100'}","(0.1228, 2.3056502616882324)"
"('001', '0110100101')","{'S_1': '0-01', 'S_2': '0-11-010-0101'}","(0.1279, 2.3049745067596437)"
"('001', '0110100110')","{'S_1': '0-01', 'S_2': '0-11-010-0110'}","(0.1819, 2.289620415878296)"
"('001', '0110100111')","{'S_1': '0-01', 'S_2': '0-11-010-0111'}","(0.172, 2.292074116516113)"
"('001', '0110101000')","{'S_1': '0-01', 'S_2': '0-11-010-1000'}","(0.5696, 2.176983808898926)"
"('001', '0110101001')","{'S_1': '0-01', 'S_2': '0-11-010-1001'}","(0.5598, 2.182081860733032)"
"('001', '0110101010')","{'S_1': '0-01', 'S_2': '0-11-010-1010'}","(0.5674, 2.162500248336792)"
"('001', '0110101011')","{'S_1': '0-01', 'S_2': '0-11-010-1011'}","(0.5613, 2.1673557914733887)"
"('001', '0110101100')","{'S_1': '0-01', 'S_2': '0-11-010-1100'}","(0.5658, 2.1819948371887206)"
"('001', '0110101101')","{'S_1': '0-01', 'S_2': '0-11-010-1101'}","(0.5566, 2.1869834171295164)"
"('001', '0110101110')","{'S_1': '0-01', 'S_2': '0-11-010-1110'}","(0.5645, 2.167383457183838)"
"('001', '0110101111')","{'S_1': '0-01', 'S_2': '0-11-010-1111'}","(0.559, 2.172096855545044)"
"('001', '0110110000')","{'S_1': '0-01', 'S_2': '0-11-011-0000'}","(0.0939, 2.3037177627563477)"
"('001', '0110110001')","{'S_1': '0-01', 'S_2': '0-11-011-0001'}","(0.1205, 2.3021232391357422)"
"('001', '0110110010')","{'S_1': '0-01', 'S_2': '0-11-011-0010'}","(0.1846, 2.287019193649292)"
"('001', '0110110011')","{'S_1': '0-01', 'S_2': '0-11-011-0011'}","(0.1888, 2.286595904159546)"
"('001', '0110110100')","{'S_1': '0-01', 'S_2': '0-11-011-0100'}","(0.0648, 2.304708219528198)"
"('001', '0110110101')","{'S_1': '0-01', 'S_2': '0-11-011-0101'}","(0.1224, 2.3033445907592776)"
"('001', '0110110110')","{'S_1': '0-01', 'S_2': '0-11-011-0110'}","(0.1751, 2.290227094268799)"
"('001', '0110110111')","{'S_1': '0-01', 'S_2': '0-11-011-0111'}","(0.1804, 2.2895009525299073)"
"('001', '0110111000')","{'S_1': '0-01', 'S_2': '0-11-011-1000'}","(0.5732, 2.170774211502075)"
"('001', '0110111001')","{'S_1': '0-01', 'S_2': '0-11-011-1001'}","(0.5733, 2.1727466690063477)"
"('001', '0110111010')","{'S_1': '0-01', 'S_2': '0-11-011-1010'}","(0.5655, 2.1631235610961914)"
"('001', '0110111011')","{'S_1': '0-01', 'S_2': '0-11-011-1011'}","(0.5616, 2.1647268062591554)"
"('001', '0110111100')","{'S_1': '0-01', 'S_2': '0-11-011-1100'}","(0.5698, 2.1758066604614257)"
"('001', '0110111101')","{'S_1': '0-01', 'S_2': '0-11-011-1101'}","(0.5692, 2.1776991775512697)"
"('001', '0110111110')","{'S_1': '0-01', 'S_2': '0-11-011-1110'}","(0.5621, 2.1680226203918456)"
"('001', '0110111111')","{'S_1': '0-01', 'S_2': '0-11-011-1111'}","(0.5581, 2.1695211193084716)"
"('001', '0111000000')","{'S_1': '0-01', 'S_2': '0-11-100-0000'}","(0.0981, 2.307613492202759)"
"('001', '0111000001')","{'S_1': '0-01', 'S_2': '0-11-100-0001'}","(0.1711, 2.289957002258301)"
"('001', '0111000010')","{'S_1': '0-01', 'S_2': '0-11-100-0010'}","(0.1851, 2.2911105056762695)"
"('001', '0111000011')","{'S_1': '0-01', 'S_2': '0-11-100-0011'}","(0.2814, 2.271506312942505)"
"('001', '0111000100')","{'S_1': '0-01', 'S_2': '0-11-100-0100'}","(0.0953, 2.308572311401367)"
"('001', '0111000101')","{'S_1': '0-01', 'S_2': '0-11-100-0101'}","(0.1665, 2.2926761306762695)"
"('001', '0111000110')","{'S_1': '0-01', 'S_2': '0-11-100-0110'}","(0.1511, 2.294101160430908)"
"('001', '0111000111')","{'S_1': '0-01', 'S_2': '0-11-100-0111'}","(0.2586, 2.2749512546539306)"
"('001', '0111001000')","{'S_1': '0-01', 'S_2': '0-11-100-1000'}","(0.5452, 2.1847065956115723)"
"('001', '0111001001')","{'S_1': '0-01', 'S_2': '0-11-100-1001'}","(0.555, 2.1710850994110107)"
"('001', '0111001010')","{'S_1': '0-01', 'S_2': '0-11-100-1010'}","(0.5575, 2.169931142425537)"
"('001', '0111001011')","{'S_1': '0-01', 'S_2': '0-11-100-1011'}","(0.5477, 2.1555760608673094)"
"('001', '0111001100')","{'S_1': '0-01', 'S_2': '0-11-100-1100'}","(0.5392, 2.1896339401245117)"
"('001', '0111001101')","{'S_1': '0-01', 'S_2': '0-11-100-1101'}","(0.5505, 2.1759697830200193)"
"('001', '0111001110')","{'S_1': '0-01', 'S_2': '0-11-100-1110'}","(0.554, 2.174860523223877)"
"('001', '0111001111')","{'S_1': '0-01', 'S_2': '0-11-100-1111'}","(0.5455, 2.1602269577026365)"
"('001', '0111010000')","{'S_1': '0-01', 'S_2': '0-11-101-0000'}","(0.0629, 2.3058393684387206)"
"('001', '0111010001')","{'S_1': '0-01', 'S_2': '0-11-101-0001'}","(0.2076, 2.2841391792297365)"
"('001', '0111010010')","{'S_1': '0-01', 'S_2': '0-11-101-0010'}","(0.1836, 2.2912652645111082)"
"('001', '0111010011')","{'S_1': '0-01', 'S_2': '0-11-101-0011'}","(0.2852, 2.2702386989593504)"
"('001', '0111010100')","{'S_1': '0-01', 'S_2': '0-11-101-0100'}","(0.061, 2.3066721660614014)"
"('001', '0111010101')","{'S_1': '0-01', 'S_2': '0-11-101-0101'}","(0.1904, 2.2875434005737305)"
"('001', '0111010110')","{'S_1': '0-01', 'S_2': '0-11-101-0110'}","(0.1499, 2.294328907394409)"
"('001', '0111010111')","{'S_1': '0-01', 'S_2': '0-11-101-0111'}","(0.2624, 2.2738022106170654)"
"('001', '0111011000')","{'S_1': '0-01', 'S_2': '0-11-101-1000'}","(0.5618, 2.1783408309936525)"
"('001', '0111011001')","{'S_1': '0-01', 'S_2': '0-11-101-1001'}","(0.5588, 2.1642970626831053)"
"('001', '0111011010')","{'S_1': '0-01', 'S_2': '0-11-101-1010'}","(0.5572, 2.1706667125701906)"
